State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?
VT,Medium,,386-2923,no,no,Low,Medium,High,Medium,Medium,Medium,Medium,Low,Medium,Low,Medium,Low,Medium,Medium,False.
VA,Low,,356-2992,no,yes,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,High,Low,False.
TX,Low,Low,373-2782,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,High,Low,High,Low,False.
FL,Medium,Low,396-5800,no,no,Low,Medium,High,Medium,Medium,Medium,High,Medium,High,Medium,Medium,Low,High,Low,False.
CO,Low,Low,393-7984,no,no,Low,Low,Medium,Low,Medium,High,Medium,Medium,Low,Medium,Low,Medium,Medium,High,True.
AZ,Medium,Low,358-1958,no,no,Low,Medium,High,Medium,Low,Medium,Low,Medium,Low,Medium,Medium,High,High,Low,False.
SC,Medium,Low,350-2565,no,no,Low,Low,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,False.
VA,Medium,,343-4696,no,no,Low,Low,Medium,Low,High,Medium,High,Medium,Medium,Medium,Medium,Low,High,Low,False.
NE,High,Low,331-3698,no,no,Low,Medium,Medium,Medium,High,High,High,Medium,Medium,High,High,Low,High,Medium,False.
WY,Low,Low,357-3817,no,yes,High,Medium,High,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Low,High,Low,False.
MT,Low,Low,418-6412,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Low,High,Low,High,Medium,False.
MO,Low,Low,353-2630,no,no,Low,Medium,High,Medium,High,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Low,False.
HI,Low,,410-7789,no,no,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,High,Low,False.
IL,Medium,Low,416-8428,no,no,Low,Low,Medium,Low,Medium,Medium,Medium,Medium,High,High,High,Medium,High,Low,False.
NH,Low,,370-3359,no,no,Low,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,High,Medium,Low,High,Low,False.
LA,High,Low,383-1121,no,no,Low,Medium,High,Medium,Low,High,Low,High,Low,High,High,Medium,High,Medium,False.
AZ,Low,Low,360-1596,no,no,Low,High,High,High,High,High,High,High,Medium,High,Medium,Low,High,Low,True.
OK,Low,Low,395-2854,no,yes,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Low,False.
GA,Low,Low,362-1407,no,yes,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,High,Medium,High,Medium,False.
AK,Low,Low,341-9764,no,yes,Medium,Medium,High,Medium,Medium,Medium,Medium,Low,Medium,Low,High,Medium,High,Low,False.
MA,Low,Low,353-3305,no,no,Low,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Low,High,Low,False.
AK,Medium,Low,402-1381,yes,yes,High,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Low,Medium,Medium,High,Medium,False.
NJ,Medium,Low,332-9891,no,no,Low,Medium,Medium,Medium,High,Medium,High,Medium,Medium,Medium,Medium,Medium,High,Low,False.
GA,Medium,Low,372-9976,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,Low,High,Medium,False.
MD,Medium,Low,383-6029,yes,yes,High,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Low,High,High,High,Low,True.
AR,Low,,353-7289,no,no,Low,Medium,Medium,Medium,High,Medium,High,High,Low,High,Medium,Low,High,Low,False.
ID,Medium,Low,390-7274,no,no,Low,Low,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,High,Medium,False.
WI,Low,,352-1237,no,no,Low,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,High,Low,Low,Low,Low,False.
OR,Low,Low,353-3061,no,yes,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,High,Low,False.
MI,Low,Low,363-5450,no,no,Low,Medium,High,Medium,Medium,High,Medium,Low,Medium,Medium,High,Low,High,Medium,False.
DE,Medium,Low,364-1995,no,no,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,High,High,Medium,Low,Medium,Low,False.
ID,Medium,Low,398-1294,no,no,Low,Medium,High,Medium,Medium,High,High,Low,Medium,Medium,Medium,Low,High,High,True.
WY,Medium,Low,405-7146,no,yes,Medium,Medium,High,Medium,Medium,Medium,Medium,Low,Low,Low,Medium,Low,High,Low,False.
IA,Low,Low,413-4957,no,no,Low,Medium,Medium,Medium,High,Medium,High,Medium,Medium,Medium,Medium,Low,Medium,Medium,False.
IN,Low,Low,420-5645,no,no,Low,Medium,Medium,Medium,Medium,High,Medium,Medium,High,High,Medium,Low,Medium,Low,False.
VA,Low,Low,349-4396,no,no,Low,Medium,High,Medium,Medium,Medium,Medium,High,Low,High,Medium,Medium,High,Low,False.
UT,Medium,Low,404-3211,no,no,Low,Medium,High,Medium,High,Medium,High,Medium,Low,Medium,Medium,Low,High,Low,False.
WY,Medium,Low,353-3759,no,no,Low,Medium,Medium,Medium,Medium,High,Medium,Medium,High,Medium,Medium,Low,High,High,True.
IN,Medium,Low,363-5947,no,no,Low,Medium,Medium,Medium,High,Medium,High,High,Medium,High,Medium,Low,High,Low,False.
CO,Medium,Low,340-5121,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Low,High,Medium,Medium,Low,Medium,Low,False.
CO,Medium,Low,370-7574,no,yes,Medium,Medium,High,Medium,Low,Medium,Low,Medium,Low,Medium,Low,Low,Medium,Medium,True.
WI,Low,Low,403-9733,no,no,Low,Medium,Medium,Medium,High,High,High,Low,Medium,Low,High,Low,High,Medium,False.
OK,Medium,Low,355-7251,no,no,Low,Medium,Medium,High,Medium,High,Medium,Medium,Medium,Medium,High,Medium,High,Low,False.
ID,High,Low,359-5893,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,Low,High,Low,False.
CA,Medium,Low,405-3371,no,yes,High,High,Medium,High,Medium,High,Medium,Medium,Medium,Medium,Medium,Low,High,Low,False.
MN,Low,,344-5117,no,yes,High,Medium,Medium,Medium,High,Medium,High,Low,Medium,Medium,High,Low,High,Low,False.
SD,Medium,Low,332-8160,no,yes,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,High,High,Low,High,Medium,False.
NC,Low,Low,359-4081,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,False.
WA,Low,Low,352-8305,no,yes,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Low,False.
WY,Low,Low,329-9847,yes,no,Low,High,Medium,High,Medium,Medium,Medium,Medium,Low,Medium,Medium,Low,High,Low,False.
MN,Medium,Low,365-9011,yes,no,Low,Medium,Medium,Medium,Medium,High,Medium,Low,High,Low,Medium,Medium,Medium,Low,False.
UT,Medium,Low,338-9472,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,Low,Medium,Low,False.
TX,Medium,,374-8042,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,High,Medium,True.
NJ,Medium,Low,359-1231,no,no,Low,High,Medium,High,Medium,Medium,Medium,High,Medium,High,Medium,Medium,High,Medium,False.
MN,High,,413-7170,no,yes,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,High,High,Low,High,Low,False.
NM,Medium,,415-2935,no,no,Low,High,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,False.
NV,Medium,Low,399-4246,no,no,Low,Medium,High,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Low,Medium,Low,False.
HI,Medium,Low,362-5889,no,no,Low,High,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,High,Low,False.
MN,Low,Low,350-8921,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Low,False.
DC,Medium,Low,374-5353,no,no,Low,High,High,High,Medium,Medium,Medium,High,Low,High,Medium,Low,High,Low,True.
NY,Medium,Low,360-1171,no,no,Low,Low,High,Low,Low,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,True.
MN,Low,Low,355-8887,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Low,False.
MD,Low,Low,333-1967,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,High,Low,High,Low,False.
WV,Medium,Low,354-4577,no,no,Low,Medium,Medium,Medium,High,Medium,High,Medium,Medium,Medium,High,Low,High,Low,False.
OR,Medium,Low,331-7425,yes,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,High,High,Low,High,Medium,False.
CO,Low,Low,419-2637,no,yes,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,High,Medium,False.
GA,Low,Low,411-1530,no,yes,Medium,High,Medium,High,High,Medium,High,Medium,Low,Medium,Medium,Low,High,Low,False.
TX,Medium,,395-3026,no,no,Low,Medium,Medium,Medium,High,Medium,High,Medium,Medium,Medium,High,Low,High,Low,True.
VT,Medium,,388-6441,no,yes,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,High,Medium,Medium,High,Low,False.
IN,Medium,Low,402-1251,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,True.
WV,Medium,,412-9997,no,no,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,High,Low,False.
KY,Low,Low,346-7302,no,yes,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,Medium,High,Low,False.
NJ,Medium,Low,358-9095,no,no,Low,High,High,High,High,Medium,High,Medium,Low,Medium,High,Low,High,Low,True.
DC,Medium,,400-9770,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Low,Medium,Low,High,Low,False.
LA,Medium,Low,334-1275,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,High,Low,True.
AR,Low,Low,340-4953,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,High,Medium,Medium,Medium,Low,False.
ME,Low,Low,400-9510,no,no,Low,High,Medium,High,Medium,High,Medium,Medium,Medium,High,Medium,Medium,High,Medium,False.
AZ,Medium,Low,387-6103,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Low,Medium,Medium,High,Medium,False.
AK,Medium,Low,366-4467,no,no,Low,High,Medium,High,Low,High,Low,Medium,High,Medium,Medium,Low,High,Low,False.
MT,Low,Low,370-3450,no,no,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Low,Medium,High,Low,High,Low,False.
AZ,Medium,Low,327-3954,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,High,Medium,False.
MS,Medium,Low,355-6291,no,no,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,Low,True.
ID,Low,Low,362-9748,no,no,Low,High,Medium,High,Medium,High,Medium,High,Medium,High,Medium,Medium,High,Low,True.
IA,Medium,,379-6506,no,yes,Medium,Medium,High,Medium,High,Medium,High,Medium,Medium,Medium,Low,Medium,Medium,Medium,False.
MA,Medium,Low,347-7741,no,no,Low,Medium,High,Medium,Medium,Medium,Medium,Low,Medium,Low,High,Low,High,Low,False.
VT,Medium,Low,354-3783,no,no,Low,Medium,Medium,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,False.
KY,Medium,Low,401-7594,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,High,Medium,High,Low,False.
IN,Medium,Low,397-4976,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,High,Medium,Low,High,Low,False.
AZ,Medium,Low,334-2577,no,no,Low,High,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,High,Medium,False.
MI,Low,,400-3637,no,yes,Medium,High,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,False.
NM,Medium,,383-4361,no,yes,Medium,Medium,High,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Low,High,Low,False.
CO,Medium,Low,371-4306,no,yes,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,Low,High,Low,False.
UT,Medium,Low,403-4298,no,no,Low,Medium,Medium,High,Medium,High,Medium,Medium,Medium,High,Medium,Medium,High,Medium,False.
MI,Medium,Low,409-3786,no,no,Low,Medium,Medium,Medium,High,Medium,High,Low,Medium,Low,Medium,Medium,Medium,Low,False.
MA,Medium,Low,337-4697,no,no,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,High,Low,False.
AL,Medium,Low,383-1509,no,no,Low,Medium,High,Medium,Medium,High,Medium,Medium,Medium,Medium,High,Low,High,Medium,False.
DE,Medium,Low,359-9794,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,High,Medium,High,Low,False.
AZ,Low,Low,407-7035,no,no,Low,Low,High,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,High,Low,False.
ME,Low,,363-1069,yes,yes,High,Medium,Medium,Medium,High,High,High,Low,Medium,Medium,,Medium,,Low,True.
NJ,Low,,391-4652,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Low,High,Low,High,Low,False.
NV,Low,Low,355-6837,no,no,Low,High,High,High,Medium,Low,Medium,Medium,Medium,Medium,Medium,Low,High,Low,True.
MO,Medium,,409-1244,no,yes,High,Low,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,High,Low,False.
ID,Medium,Low,328-3266,no,no,Low,High,High,High,Medium,Medium,Medium,Low,Medium,Medium,Medium,Low,High,Low,False.
NE,Low,Low,352-7072,no,no,Low,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,High,Medium,High,Low,False.
TX,Low,Low,370-7550,no,yes,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,Medium,Low,Medium,Low,False.
MD,Medium,,369-5526,no,no,Low,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Low,High,Medium,False.
MS,High,Low,329-4391,no,no,Low,Medium,High,Medium,Medium,Medium,Medium,Low,Medium,Low,Medium,Low,High,Low,False.
NV,Medium,,408-4195,no,no,Low,Medium,High,Medium,Low,Medium,Low,Medium,Medium,Medium,Medium,Low,High,Low,False.
AZ,Medium,Low,354-4445,no,no,Low,Medium,Low,Medium,Medium,Medium,High,Medium,Medium,High,High,Low,High,Low,False.
MS,High,Low,335-4858,no,no,Low,Low,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,High,Medium,True.
MS,Low,,414-8718,no,yes,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,True.
TX,Medium,Low,409-5939,no,no,Low,Low,Medium,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Low,High,Low,False.
NE,Medium,Low,331-4902,no,yes,High,Medium,High,Medium,Medium,High,Medium,Medium,Medium,High,Medium,Low,High,Medium,False.
NE,Medium,Low,353-6870,no,no,Low,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Low,High,Medium,False.
CA,Low,Low,355-2909,no,no,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,Low,Medium,Low,False.
NJ,Low,Low,390-6101,no,no,Low,Medium,High,High,Medium,High,High,Medium,Medium,High,Medium,Low,High,Low,False.
TX,Medium,Low,400-3446,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,Low,Medium,Medium,False.
AR,High,Low,411-5859,no,no,Low,Medium,High,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,False.
AL,Medium,,387-2919,yes,no,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,High,High,Medium,Low,High,Medium,False.
NY,Low,Low,374-8525,no,yes,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,Low,Low,Medium,High,False.
FL,Medium,,379-5592,no,no,Low,Medium,Medium,Medium,Medium,High,Medium,Medium,High,Medium,High,Low,High,Medium,False.
AK,Medium,,345-8237,no,yes,High,Medium,High,Medium,Medium,Medium,Medium,Medium,Low,High,Medium,Medium,High,Low,False.
NV,Medium,Low,422-6690,no,yes,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,Low,High,Low,False.
DE,Medium,,346-2359,no,no,Low,Medium,High,Medium,High,Medium,High,Medium,Medium,Medium,High,Low,High,Low,False.
MD,Medium,Low,374-3534,no,yes,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,Low,High,Low,False.
MI,Medium,Low,381-4756,no,yes,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,High,Low,Medium,Low,Medium,Medium,False.
VT,Medium,,390-2805,no,no,Low,High,Low,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,High,Low,False.
VT,Medium,Low,390-2390,yes,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,Medium,High,Low,True.
MI,Medium,Low,419-9097,no,no,Low,Medium,Medium,High,Medium,Medium,Medium,Low,Medium,Low,High,Medium,High,Medium,False.
WA,Medium,Low,386-7281,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,High,Low,False.
UT,Medium,Low,380-3561,yes,no,Low,High,Medium,High,Medium,High,Medium,Low,Medium,Low,Medium,Low,High,Low,False.
LA,Medium,Low,390-8760,no,no,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,High,Low,False.
RI,Medium,Low,366-6730,no,yes,High,High,Medium,High,Medium,Medium,Medium,High,Medium,High,Medium,Low,High,Low,False.
IA,Medium,Low,395-5285,no,no,Low,Medium,Medium,Medium,Medium,High,Medium,Medium,Low,Medium,Medium,Medium,High,Low,False.
NE,Medium,Low,354-3436,no,no,Low,Low,High,Low,Medium,Medium,Medium,High,Medium,High,Medium,Medium,High,Low,False.
OH,Low,Low,336-7600,no,no,Low,Medium,High,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,False.
RI,Low,Low,383-6293,no,no,Low,Medium,High,High,High,High,High,Low,High,Medium,Medium,Medium,Medium,Low,False.
OK,Medium,Low,362-4596,no,no,Low,High,High,High,Medium,Low,Medium,Medium,Medium,High,Medium,Low,High,High,False.
LA,Medium,Low,401-3926,no,no,Low,Medium,High,Medium,High,High,High,Medium,Medium,High,Medium,Low,High,Low,False.
OH,Medium,Low,370-9116,no,no,Low,High,High,High,Medium,High,High,Medium,Medium,Medium,High,Medium,High,Low,True.
VA,Medium,,328-6289,no,yes,Medium,Medium,High,Medium,High,Medium,High,Medium,Medium,High,High,Low,High,Low,False.
MO,Low,,350-9994,no,no,Low,Medium,High,Medium,High,Medium,High,Medium,Low,Medium,Medium,Low,High,Low,False.
FL,Medium,,351-4616,no,yes,Medium,Medium,High,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Low,High,Low,False.
SC,Medium,Low,360-5779,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,Medium,Low,Medium,Low,False.
VA,Medium,Low,417-4885,no,no,Low,Medium,High,Medium,High,Medium,High,Medium,Medium,High,High,Medium,High,Low,False.
IA,Medium,,406-4710,no,yes,High,Medium,Medium,Medium,High,High,High,Medium,Medium,Medium,Medium,Low,High,Medium,False.
MI,Low,Low,409-8743,no,no,Low,Low,Medium,Low,Medium,High,Medium,Medium,Medium,Medium,High,Low,High,Low,False.
OK,Medium,Low,335-4584,no,no,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Low,False.
DE,Medium,Low,361-9845,no,yes,High,High,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,High,Low,False.
GA,High,,366-5699,no,yes,Medium,Medium,High,Medium,Medium,High,Medium,Medium,Medium,High,Medium,Low,Medium,Low,False.
DC,Medium,Low,329-9364,no,no,Low,Medium,Medium,Medium,High,High,High,Medium,Medium,High,Medium,Low,High,Low,False.
AZ,Medium,Low,390-7434,no,yes,High,Medium,High,Medium,Medium,High,Medium,Low,Low,Low,High,Low,High,Low,False.
AL,Low,,404-9680,no,no,Low,Medium,Medium,High,Medium,Medium,Medium,Medium,Low,Medium,Medium,Low,Medium,Low,False.
CO,Low,Low,338-9398,no,no,Low,High,Medium,High,Medium,Medium,Medium,Low,Low,Low,High,Low,High,Low,False.
NH,Low,Low,394-2445,no,yes,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,High,Low,False.
NM,Low,Low,381-2709,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,Low,High,Medium,False.
OR,Low,Low,397-5060,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,High,Low,High,Low,False.
LA,High,Low,415-2393,no,no,Low,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,High,Medium,Low,Medium,Low,False.
NE,Medium,Low,377-1765,no,no,Low,High,Medium,High,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,False.
MN,Low,Low,409-2111,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,High,Low,False.
MI,Medium,Low,401-3170,no,no,Low,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Low,High,Low,False.
AR,Medium,Low,405-5681,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,High,Medium,False.
KS,Low,Low,411-4582,no,no,Low,Medium,High,High,High,High,High,Medium,Medium,Medium,Low,Low,Low,Medium,False.
WV,Medium,,355-5009,yes,yes,Medium,Medium,High,Medium,Medium,High,Medium,High,Medium,High,Medium,Low,High,Medium,False.
AK,Medium,Low,372-3750,no,no,Low,Low,Medium,Low,Medium,High,Medium,Low,Medium,Medium,Medium,Low,High,High,True.
NY,Low,Low,405-2888,no,yes,High,Low,High,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,High,High,Low,False.
NH,Low,Low,361-3337,no,no,Low,Medium,Medium,Medium,High,Medium,High,Medium,High,Medium,High,Medium,High,Low,False.
VA,High,,350-1639,yes,no,Low,High,Medium,High,High,High,High,Low,Medium,Medium,Medium,Low,High,Medium,False.
NM,Low,Low,333-3221,no,no,Low,Medium,High,Medium,High,High,High,Medium,Medium,Medium,Medium,High,High,Low,False.
NY,Medium,Low,422-1471,no,no,Low,Medium,Medium,Medium,Low,High,Low,Medium,Medium,Medium,Medium,Low,High,Low,False.
AZ,Medium,Low,399-7865,no,no,Low,High,Medium,High,Medium,Medium,High,Low,Medium,Low,Medium,Low,High,Low,False.
WY,High,,373-4819,no,no,Low,Medium,High,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Low,High,Low,False.
WA,Low,Low,338-6981,no,no,Low,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,High,Low,False.
CO,Medium,Low,418-4365,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Low,Medium,Low,High,Low,False.
TX,Medium,Low,359-5461,no,no,Low,Medium,High,Medium,Low,Medium,Low,Medium,Low,Medium,Medium,Low,High,Low,False.
KY,Low,Low,375-3586,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,High,Low,False.
MT,Medium,Low,407-8376,no,no,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,High,Medium,High,Low,High,Low,False.
OK,Medium,Low,408-6496,no,yes,Medium,High,Low,High,Medium,Medium,Medium,Low,Medium,Low,Medium,Low,High,Low,False.
MD,Medium,Low,385-7688,no,yes,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,False.
TN,Low,Low,332-6934,no,no,Low,Medium,High,Medium,Medium,High,Medium,Medium,Medium,High,Medium,Medium,High,Low,False.
TX,High,,378-3625,no,no,Low,High,Medium,High,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,True.
ME,Medium,,353-7292,yes,yes,Medium,High,Medium,High,Medium,Medium,Medium,Medium,High,High,High,Medium,High,Medium,True.
DC,Low,Low,399-6786,no,no,Low,Low,Medium,Low,Medium,Medium,Medium,Medium,Medium,High,High,Low,High,Low,False.
MN,Low,Low,358-3261,no,yes,Medium,Medium,High,Medium,Medium,High,Medium,Medium,Medium,High,High,Low,High,Medium,False.
