State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?
IN,-0.906,-0.524,329-6603,no,no,-0.592,-0.931,1.822,-0.93,0.543,-0.859,0.542,0.157,0.557,0.159,0.882,0.618,0.883,1.853,True.
RI,-0.68,-0.524,344-9403,no,no,-0.592,0.146,1.324,0.146,-0.741,2.404,-0.741,-0.096,-0.312,-0.096,-0.407,0.212,-0.404,-1.188,False.
IA,1.681,-0.689,363-1107,no,no,-0.592,-0.936,-0.221,-0.936,-1.895,-1.462,-1.894,-1.182,1.426,-1.182,0.345,-1.008,0.339,-0.428,False.
MT,-0.152,1.719,394-8006,no,no,-0.592,-0.426,-0.62,-0.426,0.919,-1.261,0.92,-0.17,0.761,-0.171,0.739,0.212,0.737,1.093,False.
IA,-0.981,-0.524,366-9238,no,no,-0.592,-1.085,-1.517,-1.085,2.095,-1.211,2.094,0.042,-0.057,0.044,1.026,0.618,1.029,1.853,False.
NY,1.505,-0.524,351-7269,no,no,-0.592,2.812,-1.666,2.811,2.304,-0.156,2.303,-0.796,1.426,-0.795,-1.733,1.837,-1.731,1.853,True.
ID,-0.403,-0.689,350-8884,no,yes,1.381,0.305,1.922,0.305,1.576,-0.508,1.577,-2.206,-1.283,-2.206,1.276,-0.195,1.281,-0.428,False.
VT,-0.203,1.719,386-2923,no,no,-0.592,0.201,0.676,0.201,0.34,0.546,0.34,-1.409,1.068,-1.41,-0.766,-0.601,-0.762,1.093,False.
VA,-0.63,1.719,356-2992,no,yes,1.819,0.182,-1.716,0.182,0.233,-1.763,0.234,-0.696,0.403,-0.694,-0.085,0.212,-0.086,-0.428,False.
TX,-0.705,-0.524,373-2782,no,no,-0.592,0.819,-0.52,0.82,-0.818,-0.608,-0.818,-0.16,-1.334,-0.158,0.99,-1.008,0.989,-0.428,False.
FL,1.154,-0.524,396-5800,no,no,-0.592,-0.453,0.825,-0.453,0.764,-0.357,0.763,0.157,1.681,0.159,0.13,-0.195,0.127,-1.188,False.
CO,-0.604,-0.689,393-7984,no,no,-0.592,-2.155,-0.57,-2.155,-0.613,1.048,-0.613,0.173,-1.845,0.172,-1.625,0.618,-1.625,2.613,True.
AZ,0.727,-0.524,358-1958,no,no,-0.592,0.059,0.576,0.059,-2.526,-0.056,-2.525,-0.377,-1.13,-0.378,-0.264,5.901,-0.258,-1.188,False.
SC,0.25,-0.524,350-2565,no,no,-0.592,-1.274,0.128,-1.274,-1.256,0.095,-1.256,-0.223,0.25,-0.224,-0.909,0.618,-0.908,0.332,False.
VA,0.777,1.719,343-4696,no,no,-0.592,-1.812,-0.719,-1.812,0.872,-1.411,0.872,0.714,0.761,0.717,0.022,-1.008,0.02,-1.188,False.
NE,1.832,-0.524,331-3698,no,no,-0.592,-1.019,-1.218,-1.019,1.501,0.597,1.5,0.985,0.761,0.985,1.885,0.212,1.891,1.093,False.
WY,-1.107,-0.689,357-3817,no,yes,2.258,0.61,0.726,0.61,-0.195,0.597,-0.196,-0.359,0.761,-0.36,-0.264,-0.601,-0.258,-1.188,False.
MT,-1.182,-0.689,418-6412,no,no,-0.592,-0.835,-1.367,-0.835,-0.897,-0.006,-0.896,-1.953,-1.641,-1.955,1.599,-0.195,1.599,1.093,False.
MO,-2.036,-0.524,353-2630,no,no,-0.592,0.188,0.427,0.188,1.128,-0.809,1.129,-0.383,0.097,-0.382,-1.41,0.618,-1.413,-1.188,False.
HI,-1.308,1.719,410-7789,no,no,-0.592,-1.11,0.825,-1.111,0.278,0.446,0.278,-0.438,-0.517,-0.439,0.309,-1.414,0.312,-0.428,False.
IL,1.028,-0.524,416-8428,no,no,-0.592,-1.744,-0.271,-1.744,-1.268,-1.863,-1.268,0.981,2.448,0.98,1.42,0.618,1.414,0.332,False.
NH,-0.655,1.719,370-3359,no,no,-0.592,0.851,0.227,0.851,0.01,0.346,0.011,0.896,-0.108,0.897,0.022,0.212,0.02,-0.428,False.
LA,1.782,-0.689,383-1121,no,no,-0.592,0.592,1.025,0.592,-3.348,0.747,-3.349,1.828,-1.13,1.828,0.846,2.243,0.843,1.093,False.
AZ,-2.237,-0.689,360-1596,no,no,-0.592,1.282,0.875,1.282,1.014,0.948,1.013,1.569,-0.517,1.569,0.56,-0.601,0.564,-0.428,True.
OK,-1.107,-0.689,395-2854,no,yes,1.235,-0.055,-0.321,-0.054,-0.118,-1.261,-0.117,0.25,0.812,0.251,-0.694,-0.195,-0.696,-1.188,False.
GA,-0.73,-0.524,362-1407,no,yes,2.112,0.739,-1.018,0.739,0.322,0.095,0.322,-0.951,-1.488,-0.949,1.599,0.618,1.599,1.093,False.
AK,-1.634,-0.689,341-9764,no,yes,1.6,-0.615,1.374,-0.615,-0.759,-1.01,-0.76,-1.415,0.454,-1.415,1.527,0.618,1.533,-1.188,False.
MA,-0.579,-0.524,353-3305,no,no,-0.592,-0.899,-1.816,-0.899,0.448,0.797,0.447,0.533,0.403,0.532,-0.085,0.212,-0.086,-0.428,False.
AK,0.877,-0.524,402-1381,yes,yes,1.819,0.443,0.277,0.443,-0.264,-0.056,-0.263,-1.961,0.352,-1.96,0.094,0.618,0.1,1.093,False.
NJ,1.204,-0.689,332-9891,no,no,-0.592,-0.723,-0.321,-0.723,1.397,-0.407,1.396,-0.249,0.403,-0.25,0.309,1.837,0.312,-0.428,False.
GA,-0.077,-0.689,372-9976,no,no,-0.592,-0.982,0.078,-0.982,-0.674,-0.759,-0.674,-0.259,1.783,-0.259,-0.3,-1.008,-0.298,1.093,False.
MD,0.852,-0.689,383-6029,yes,yes,2.404,-0.123,-0.769,-0.122,0.058,0.346,0.057,-1.556,-1.13,-1.555,1.563,4.275,1.56,-1.188,True.
AR,-1.684,1.719,353-7289,no,no,-0.592,-1.009,-0.919,-1.009,1.602,-0.106,1.602,2.188,-1.13,2.189,-0.085,-0.195,-0.086,0.332,False.
ID,1.48,-0.524,390-7274,no,no,-0.592,-1.726,-1.168,-1.725,-0.704,0.496,-0.704,-0.442,-0.414,-0.444,-0.372,-0.195,-0.378,1.093,False.
WI,-0.931,1.719,352-1237,no,no,-0.592,-0.473,-1.666,-0.473,0.489,0.898,0.489,1.274,-0.721,1.275,-2.414,-0.601,-2.408,-0.428,False.
OR,-1.056,-0.689,353-3061,no,yes,1.454,-1.081,-0.171,-1.081,0.237,-0.407,0.238,-0.747,0.812,-0.747,-0.622,0.212,-0.616,0.332,False.
MI,-0.906,-0.524,363-5450,no,no,-0.592,0.579,0.975,0.579,-0.757,1.099,-0.757,-1.309,0.914,-1.309,1.061,0.212,1.055,1.093,False.
DE,1.028,-0.689,364-1995,no,no,-0.592,0.133,1.623,0.133,-1.309,-1.311,-1.309,0.817,1.374,0.818,-1.016,0.212,-1.014,0.332,False.
ID,0.45,-0.524,398-1294,no,no,-0.592,-0.38,0.676,-0.379,0.598,0.848,0.598,-1.141,-0.465,-1.142,-0.515,-0.601,-0.51,2.613,True.
WY,-0.102,-0.524,405-7146,no,yes,1.162,-0.855,1.723,-0.856,0.32,-2.114,0.319,-2.576,-1.079,-2.575,0.273,-0.601,0.273,-0.428,False.
IA,-1.232,-0.689,413-4957,no,no,-0.592,0.223,0.377,0.222,1.357,-0.207,1.356,0.711,-0.67,0.712,-0.873,0.212,-0.869,1.093,False.
IN,-1.031,-0.689,420-5645,no,no,-0.592,0.75,-2.165,0.749,0.2,0.747,0.199,0.952,1.477,0.954,-1.231,-0.601,-1.227,-0.428,False.
VA,-2.287,-0.689,349-4396,no,no,-0.592,0.116,0.576,0.116,-0.213,-1.713,-0.212,1.62,-2.203,1.622,0.417,0.618,0.419,0.332,False.
UT,-0.127,-0.524,404-3211,no,no,-0.592,-0.359,0.825,-0.36,1.312,-1.662,1.312,0.546,-1.641,0.545,-0.336,0.212,-0.338,0.332,False.
WY,-0.353,-0.524,353-3759,no,no,-0.592,-0.528,-0.869,-0.528,0.369,0.797,0.368,0.06,1.374,0.062,-0.192,-0.601,-0.192,2.613,True.
IN,-0.504,-0.689,363-5947,no,no,-0.592,-0.079,-1.666,-0.078,0.953,-0.759,0.953,1.371,-0.108,1.371,-0.013,-0.601,-0.019,-0.428,False.
CO,1.003,-0.524,340-5121,no,no,-0.592,-0.971,-0.121,-0.971,-0.414,-1.913,-0.414,-1.188,1.426,-1.186,-0.801,-1.008,-0.802,-0.428,False.
CO,0.501,-0.689,370-7574,no,yes,1.6,0.342,1.424,0.342,-2.479,-1.16,-2.479,-0.389,-1.181,-0.391,-1.59,-0.601,-1.585,1.093,True.
WI,-0.83,-0.524,403-9733,no,no,-0.592,-0.569,-1.517,-0.568,0.898,3.207,0.897,-1.406,0.148,-1.406,0.667,-0.601,0.671,1.093,False.
OK,0.601,-0.689,355-7251,no,no,-0.592,0.909,0.128,0.909,-0.465,1.3,-0.465,-0.229,-0.261,-0.228,0.631,1.431,0.631,-0.428,False.
ID,1.832,-0.689,359-5893,no,no,-0.592,0.226,-0.171,0.227,-0.613,-0.307,-0.613,-0.678,-2.357,-0.676,0.417,-0.195,0.419,-0.428,False.
CA,0.375,-0.524,405-3371,no,yes,1.892,1.631,-0.869,1.631,-0.449,2.103,-0.449,-0.684,0.301,-0.685,0.488,-0.601,0.485,0.332,False.
MN,-0.68,1.719,344-5117,no,yes,1.819,0.256,-0.47,0.256,0.89,-0.207,0.89,-1.243,-0.414,-1.243,1.563,-0.601,1.56,0.332,False.
SD,1.204,-0.689,332-8160,no,yes,1.454,0.017,-0.42,0.017,-0.26,-1.813,-0.261,1.278,-2.408,1.279,0.846,-0.601,0.843,1.093,False.
NC,-1.584,-0.689,359-4081,no,no,-0.592,-0.892,-0.121,-0.892,-0.751,-0.156,-0.75,-0.828,0.301,-0.83,-0.73,0.618,-0.736,0.332,False.
WA,-1.534,-0.524,352-8305,no,yes,2.404,-0.582,-1.317,-0.581,-0.621,-0.608,-0.62,0.262,0.097,0.26,-1.446,0.212,-1.452,0.332,False.
WY,-1.458,-0.524,329-9847,yes,no,-0.592,1.317,0.227,1.318,0.233,0.195,0.234,-0.852,-1.692,-0.852,-0.336,-0.195,-0.338,-1.188,False.
MN,0.3,-0.689,365-9011,yes,no,-0.592,-1.002,-0.371,-1.003,0.107,0.948,0.106,-1.415,1.988,-1.415,-0.694,1.431,-0.696,-1.188,False.
UT,0.626,-0.689,338-9472,no,no,-0.592,0.584,-1.517,0.584,0.314,-1.01,0.315,-0.937,-2.05,-0.936,-0.873,-1.414,-0.869,-0.428,False.
TX,1.229,1.719,374-8042,no,no,-0.592,-0.016,0.028,-0.016,-0.629,0.496,-0.63,-1.034,-0.006,-1.032,1.276,-0.601,1.281,1.853,True.
NJ,0.928,-0.689,359-1231,no,no,-0.592,1.139,-0.371,1.139,-0.601,-0.859,-0.602,1.867,0.199,1.868,0.56,1.024,0.564,1.093,False.
MN,1.53,1.719,413-7170,no,yes,2.769,0.829,-0.171,0.828,-0.252,-0.809,-0.251,1.063,-1.999,1.064,0.667,-1.008,0.671,-1.188,False.
NM,1.154,1.719,415-2935,no,no,-0.592,1.264,-0.869,1.264,-1.027,-0.759,-1.026,-0.561,0.454,-0.562,-0.801,-0.195,-0.802,1.093,False.
NV,-0.278,-0.524,399-4246,no,no,-0.592,0.434,2.271,0.434,0.507,0.848,0.507,-0.959,0.25,-0.958,-1.052,-0.195,-1.054,-0.428,False.
HI,-0.403,-0.524,362-5889,no,no,-0.592,1.029,0.427,1.029,-0.863,-0.307,-0.864,-0.251,-0.057,-0.25,0.631,-0.601,0.631,-1.188,False.
MN,-1.283,-0.524,350-8921,no,no,-0.592,-0.416,-0.52,-0.416,0.44,-1.411,0.44,-0.385,0.557,-0.386,-1.482,-1.008,-1.479,-0.428,False.
DC,-0.479,-0.524,374-5353,no,no,-0.592,2.213,0.427,2.213,-0.394,-0.006,-0.393,1.369,-1.385,1.367,0.524,-0.195,0.525,-1.188,True.
NY,1.078,-0.689,360-1171,no,no,-0.592,-2.17,0.825,-2.17,-2.443,-0.759,-2.444,-0.551,-0.057,-0.549,-0.73,1.024,-0.736,1.853,True.
MN,-1.383,-0.524,355-8887,no,no,-0.592,0.63,-1.417,0.631,-0.721,0.195,-0.722,-0.462,0.659,-0.461,-0.73,-0.601,-0.736,0.332,False.
MD,-0.78,-0.689,333-1967,no,no,-0.592,-0.176,-0.121,-0.176,-0.903,0.095,-0.903,0.548,-1.232,0.55,1.706,-1.008,1.706,-0.428,False.
WV,1.078,-0.524,354-4577,no,no,-0.592,0.392,-0.072,0.392,2.022,-1.311,2.022,0.457,0.966,0.457,1.061,-1.008,1.055,-0.428,False.
OR,0.375,-0.524,331-7425,yes,no,-0.592,0.654,0.178,0.654,0.075,-1.06,0.076,1.535,0.454,1.534,0.846,0.212,0.843,1.093,False.
CO,-1.157,-0.689,419-2637,no,yes,1.235,-0.26,1.125,-0.261,-1.28,-0.257,-1.279,-0.498,-0.517,-0.496,0.273,-1.008,0.273,1.093,False.
GA,-0.78,-0.524,411-1530,no,yes,1.162,1.28,0.028,1.281,1.158,-0.106,1.157,0.432,-1.641,0.431,-0.157,-0.195,-0.152,-0.428,False.
TX,0.124,1.719,395-3026,no,no,-0.592,0.566,-0.221,0.566,0.951,-0.759,0.95,-0.187,-0.619,-0.189,0.775,-1.414,0.777,0.332,True.
VT,0.676,1.719,388-6441,no,yes,1.527,-0.009,0.178,-0.009,0.491,-0.709,0.491,2.415,-1.13,2.417,-0.587,1.024,-0.59,-1.188,False.
IN,-0.177,-0.689,402-1251,no,no,-0.592,-0.402,0.227,-0.402,-0.907,0.044,-0.906,-0.223,-0.823,-0.224,-0.801,0.212,-0.802,1.853,True.
WV,0.25,1.719,412-9997,no,no,-0.592,0.634,0.875,0.634,0.148,-1.211,0.148,-0.365,-0.108,-0.364,0.631,-1.008,0.631,-0.428,False.
KY,-0.68,-0.524,346-7302,no,yes,1.966,-0.471,0.178,-0.471,-1.53,-0.809,-1.53,0.024,-2.203,0.022,0.237,1.837,0.233,0.332,False.
NJ,0.676,-0.524,358-9095,no,no,-0.592,1.067,1.224,1.067,0.919,-0.357,0.92,0.159,-1.641,0.159,1.312,-0.195,1.308,-0.428,True.
DC,-0.479,1.719,400-9770,no,no,-0.592,-0.659,-1.965,-0.659,-0.12,0.245,-0.119,-1.805,-0.312,-1.806,0.309,-1.008,0.312,-0.428,False.
LA,1.355,-0.524,334-1275,no,no,-0.592,0.434,-0.022,0.434,-0.199,0.195,-0.198,-0.096,0.966,-0.096,-0.479,-0.195,-0.484,-1.188,True.
AR,-0.529,-0.524,340-4953,no,no,-0.592,-1.019,-0.022,-1.019,-0.552,0.346,-0.551,1.035,-1.948,1.033,-0.837,1.837,-0.842,-0.428,False.
ME,-0.579,-0.524,400-9510,no,no,-0.592,1.343,-0.371,1.342,-0.445,0.597,-0.446,1.246,0.25,1.248,-0.264,1.024,-0.258,1.093,False.
AZ,-0.278,-0.524,387-6103,no,no,-0.592,-0.012,-1.467,-0.012,-0.205,-0.96,-0.205,-1.447,-0.465,-1.446,0.13,1.024,0.127,1.093,False.
AK,0.074,-0.689,366-4467,no,no,-0.592,1.811,0.277,1.811,-2.366,0.647,-2.365,-0.745,1.886,-0.747,-0.157,0.212,-0.152,-0.428,False.
MT,-0.705,-0.524,370-3450,no,no,-0.592,-0.361,0.477,-0.361,0.243,-1.411,0.243,-0.529,-1.437,-0.531,0.99,-0.195,0.989,-1.188,False.
AZ,-0.052,-0.524,327-3954,no,no,-0.592,0.338,-0.67,0.338,0.125,-1.211,0.124,-0.197,0.659,-0.197,-0.551,-0.601,-0.55,1.853,False.
MS,0.476,-0.689,355-6291,no,no,-0.592,0.594,1.523,0.594,0.166,0.195,0.166,-0.666,-0.21,-0.668,-1.769,0.212,-1.771,-0.428,True.
ID,-0.604,-0.524,362-9748,no,no,-0.592,1.323,-1.417,1.323,0.093,1.3,0.092,1.47,0.454,1.468,-0.157,1.024,-0.152,0.332,True.
IA,-0.077,1.719,379-6506,no,yes,0.943,-0.341,0.676,-0.342,1.01,-0.859,1.011,-0.804,-0.414,-0.804,-2.091,1.431,-2.089,1.853,False.
MA,0.174,-0.524,347-7741,no,no,-0.592,-0.027,1.822,-0.027,-0.236,-1.211,-0.235,-1.419,0.097,-1.419,1.563,0.212,1.56,-1.188,False.
VT,0.852,-0.524,354-3783,no,no,-0.592,-0.516,-0.919,-0.515,-1.617,0.245,-1.616,-0.413,-0.006,-0.413,0.094,0.618,0.1,-1.188,False.
KY,-0.152,-0.689,401-7594,no,no,-0.592,-0.822,-0.072,-0.822,-0.343,0.295,-0.342,0.879,0.097,0.879,0.811,1.837,0.817,-0.428,False.
IN,0.526,-0.689,397-4976,no,no,-0.592,-0.17,-0.321,-0.17,-0.538,0.446,-0.539,0.944,-1.283,0.945,0.381,-1.008,0.379,-0.428,False.
AZ,-0.152,-0.689,334-2577,no,no,-0.592,1.071,-1.766,1.071,-0.272,-0.106,-0.272,-0.215,0.761,-0.215,0.56,-0.195,0.564,1.853,False.
MI,-1.634,1.719,400-3637,no,yes,1.527,1.866,0.078,1.866,0.024,-1.211,0.025,-0.27,0.659,-0.272,-0.443,0.618,-0.444,0.332,False.
NM,-0.203,1.719,383-4361,no,yes,0.943,-1.136,1.523,-1.137,-0.719,0.747,-0.72,0.319,-0.721,0.317,-0.157,-0.601,-0.152,-0.428,False.
CO,1.003,-0.524,371-4306,no,yes,1.746,-0.572,-0.47,-0.573,-1.378,-0.156,-1.379,0.366,2.141,0.365,-0.049,-1.414,-0.046,-0.428,False.
UT,1.405,-0.689,403-4298,no,no,-0.592,0.919,-0.52,0.919,-1.047,1.048,-1.047,0.801,0.403,0.8,-0.228,1.024,-0.232,1.093,False.
MI,0.476,-0.689,409-3786,no,no,-0.592,-0.271,-0.022,-0.271,2.292,-0.859,2.292,-1.615,-0.721,-1.617,-0.694,1.431,-0.696,-0.428,False.
MA,0.049,-0.524,337-4697,no,no,-0.592,0.096,0.825,0.096,0.44,-0.307,0.44,0.434,-0.465,0.435,0.846,-1.008,0.843,0.332,False.
AL,-0.077,-0.689,383-1509,no,no,-0.592,-0.345,0.825,-0.345,-0.199,0.647,-0.198,0.531,0.659,0.532,0.667,-0.195,0.671,1.853,False.
DE,0.601,-0.689,359-9794,no,no,-0.592,-0.975,0.377,-0.975,0.099,-0.508,0.099,0.928,0.71,0.928,1.097,1.024,1.095,-0.428,False.
AZ,-0.956,-0.524,407-7035,no,no,-0.592,-2.22,1.224,-2.22,-0.619,-2.064,-0.618,0.208,-0.619,0.207,-0.3,-0.601,-0.298,-0.428,False.
ME,-1.634,1.719,363-1069,yes,yes,2.477,0.313,-0.57,0.313,1.063,1.099,1.064,-1.237,1.323,-1.239,3.497,0.618,3.497,-1.188,True.
NJ,-0.931,1.719,391-4652,no,no,-0.592,-0.315,-0.869,-0.316,-0.96,0.446,-0.959,-2.835,1.119,-2.834,1.42,-0.601,1.414,-0.428,False.
NV,-0.68,-0.524,355-6837,no,no,-0.592,1.886,0.676,1.887,0.373,-2.616,0.373,-0.611,0.761,-0.611,-0.3,-0.195,-0.298,-0.428,True.
MO,0.275,1.719,409-1244,no,yes,2.039,-1.213,0.825,-1.213,-0.857,-0.909,-0.857,-0.46,0.914,-0.461,-0.085,-0.601,-0.086,0.332,False.
ID,-0.102,-0.689,328-3266,no,no,-0.592,1.102,1.224,1.103,0.273,0.546,0.273,-1.139,-0.977,-1.138,-0.551,0.212,-0.55,0.332,False.
NE,-1.383,-0.689,352-7072,no,no,-0.592,0.559,-0.42,0.558,0.519,-1.16,0.519,-0.015,0.812,-0.017,1.026,1.024,1.029,-0.428,False.
TX,-1.509,-0.689,370-7550,no,yes,1.016,0.625,0.078,0.625,-1.167,-0.709,-1.168,-1.16,1.17,-1.16,-1.088,-0.601,-1.094,-1.188,False.
MD,0.501,1.719,369-5526,no,no,-0.592,0.201,0.128,0.201,-0.345,0.848,-0.344,0.394,0.148,0.396,-0.157,-0.195,-0.152,1.093,False.
MS,2.309,-0.524,329-4391,no,no,-0.592,-0.163,1.174,-0.163,-1.354,-0.257,-1.353,-1.74,-0.568,-1.74,0.488,-0.601,0.485,-0.428,False.
NV,0.727,1.719,408-4195,no,no,-0.592,-0.47,0.925,-0.47,-1.79,-0.106,-1.79,0.525,0.863,0.523,-0.372,0.212,-0.378,0.332,False.
AZ,-0.403,-0.689,354-4445,no,no,-0.592,0.397,-2.414,0.397,0.56,0.195,0.561,1.021,0.301,1.02,0.631,-0.601,0.631,-0.428,False.
MS,1.53,-0.524,335-4858,no,no,-0.592,-2.003,0.377,-2.003,-0.857,-0.658,-0.857,-0.911,-0.925,-0.909,-0.407,-0.601,-0.404,1.853,True.
MS,-1.006,1.719,414-8718,no,yes,1.381,0.142,1.174,0.142,-1.072,0.145,-1.073,0.491,1.477,0.492,-1.375,0.618,-1.373,1.853,True.
TX,-0.228,-0.689,409-5939,no,no,-0.592,-1.617,-0.52,-1.617,-0.144,1.149,-0.145,-0.512,-0.721,-0.509,-0.372,-0.195,-0.378,0.332,False.
NE,0.752,-0.689,331-4902,no,yes,2.039,0.632,0.726,0.632,-0.775,0.848,-0.776,1.262,0.097,1.262,-0.264,-0.195,-0.258,1.093,False.
NE,-0.278,-0.524,353-6870,no,no,-0.592,-0.629,-0.42,-0.629,0.33,0.697,0.329,-1.067,1.17,-1.068,0.237,-1.008,0.233,1.093,False.
CA,-0.655,-0.689,355-2909,no,no,-0.592,-0.247,1.224,-0.248,-0.844,-0.709,-0.843,1.104,-1.028,1.103,-1.482,0.212,-1.479,-0.428,False.
NJ,-0.579,-0.524,390-6101,no,no,-0.592,0.941,0.726,0.941,0.58,2.002,0.579,1.197,1.017,1.196,-0.264,-0.601,-0.258,-0.428,False.
TX,-0.479,-0.689,400-3446,no,no,-0.592,0.377,-0.221,0.377,0.004,0.095,0.004,0.103,-2.05,0.101,-1.124,-1.414,-1.121,1.853,False.
AR,1.556,-0.689,411-5859,no,no,-0.592,0.316,0.427,0.316,0.032,1.4,0.032,0.109,-1.028,0.11,-0.407,2.243,-0.404,-0.428,False.
AL,-0.253,1.719,387-2919,yes,no,-0.592,-0.916,0.576,-0.916,-0.546,-0.859,-0.546,0.916,1.528,0.914,0.345,-0.601,0.339,1.093,False.
NY,-0.655,-0.524,374-8525,no,yes,0.943,-0.073,-0.171,-0.073,0.326,0.295,0.326,0.724,1.732,0.725,-1.769,-0.195,-1.771,2.613,False.
FL,-0.253,1.719,379-5592,no,no,-0.592,0.428,0.277,0.429,0.18,0.647,0.18,-0.104,1.477,-0.105,0.631,-0.601,0.631,1.093,False.
AK,0.651,1.719,345-8237,no,yes,2.039,0.063,0.825,0.062,-1.463,-1.211,-1.463,1.235,-1.488,1.235,0.345,1.431,0.339,-0.428,False.
NV,0.3,-0.524,422-6690,no,yes,1.089,0.463,0.028,0.463,-0.966,-2.014,-0.966,-0.836,-2.101,-0.835,-0.013,0.212,-0.019,0.332,False.
DE,0.224,1.719,346-2359,no,no,-0.592,-0.574,0.726,-0.574,1.487,-0.809,1.486,-0.144,0.608,-0.145,0.775,-0.601,0.777,-0.428,False.
MD,0.476,-0.524,374-3534,no,yes,2.258,0.377,-1.616,0.377,0.383,-0.156,0.382,1.047,0.812,1.046,0.094,-0.195,0.1,-1.188,False.
MI,1.405,-0.524,381-4756,no,yes,1.454,0.235,0.327,0.235,-0.108,-1.311,-0.108,-1.803,1.988,-1.801,-1.231,0.212,-1.227,1.093,False.
VT,0.049,1.719,390-2805,no,no,-0.592,1.225,-2.663,1.226,-0.108,-0.809,-0.108,-0.007,-0.21,-0.008,0.524,-0.195,0.525,-0.428,False.
VT,0.4,-0.689,390-2390,yes,no,-0.592,-0.233,-0.719,-0.232,-0.463,-0.658,-0.463,0.96,1.63,0.958,1.384,1.024,1.387,0.332,True.
MI,0.978,-0.524,419-9097,no,no,-0.592,0.957,0.028,0.957,-0.806,-0.307,-0.806,-1.789,-0.108,-1.788,1.455,0.618,1.453,1.093,False.
WA,0.651,-0.689,386-7281,no,no,-0.592,-0.607,-0.47,-0.607,0.05,-1.11,0.05,0.05,0.506,0.049,1.24,-0.601,1.241,-0.428,False.
UT,-0.454,-0.689,380-3561,yes,no,-0.592,1.684,-0.67,1.685,0.302,1.3,0.303,-1.578,0.25,-1.577,0.524,-0.195,0.525,-0.428,False.
LA,0.501,-0.689,390-8760,no,no,-0.592,0.032,1.025,0.032,0.344,-0.106,0.343,-0.777,0.148,-0.778,-0.622,0.212,-0.616,-0.428,False.
RI,1.103,-0.689,366-6730,no,yes,2.55,1.431,-0.171,1.431,-0.767,-0.257,-0.766,1.701,-0.721,1.701,0.309,-0.195,0.312,0.332,False.
IA,0.3,-0.689,395-5285,no,no,-0.592,0.258,-0.072,0.258,0.403,1.249,0.403,-0.565,-1.692,-0.567,0.13,0.618,0.127,-0.428,False.
NE,0.4,-0.524,354-3436,no,no,-0.592,-1.413,0.925,-1.413,0.113,-0.458,0.113,1.941,0.25,1.943,-0.049,1.024,-0.046,-0.428,False.
OH,-0.906,-0.689,336-7600,no,no,-0.592,0.149,0.776,0.149,-0.856,0.848,-0.855,0.523,-0.721,0.523,-0.981,0.618,-0.975,-0.428,False.
RI,-1.132,-0.524,383-6293,no,no,-0.592,0.849,0.576,0.849,0.937,0.898,0.937,-1.194,2.141,-1.195,-1.196,2.65,-1.2,-0.428,False.
OK,-0.127,-0.524,362-4596,no,no,-0.592,1.48,0.726,1.481,-1.084,-2.717,-1.084,1.357,-0.67,1.358,0.452,-0.195,0.458,2.613,False.
