State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?
DE,High,Low,364-1995,no,no,Low,High,High,High,Low,Low,Low,High,High,High,Low,Low,Low,Low,False.
ID,Low,Low,398-1294,no,no,Low,Low,High,Low,High,High,High,Low,Low,Low,Low,Low,High,High,True.
WY,Low,Low,405-7146,no,yes,Low,Low,High,Low,High,Low,High,Low,Low,Low,High,Low,High,Low,False.
IA,Low,Low,413-4957,no,no,Low,High,High,High,High,High,High,High,Low,High,Low,Low,Low,Low,False.
IN,Low,Low,420-5645,no,no,Low,High,Low,High,High,High,High,High,High,High,Low,Low,Low,Low,False.
VA,Low,Low,349-4396,no,no,Low,High,High,High,High,Low,High,High,Low,High,High,Low,High,Low,False.
UT,Low,Low,404-3211,no,no,Low,Low,High,Low,High,Low,High,High,Low,High,Low,Low,High,Low,False.
WY,Low,Low,353-3759,no,no,Low,Low,High,Low,High,High,High,Low,High,High,High,Low,High,High,True.
IN,Low,Low,363-5947,no,no,Low,High,Low,High,High,High,High,High,Low,High,High,Low,High,Low,False.
CO,High,Low,340-5121,no,no,Low,Low,High,Low,Low,Low,High,Low,High,Low,Low,Low,Low,Low,False.
CO,Low,Low,370-7574,no,yes,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,True.
WI,Low,Low,403-9733,no,no,Low,Low,Low,Low,High,High,High,Low,Low,Low,High,Low,High,Low,False.
OK,High,Low,355-7251,no,no,Low,High,High,High,Low,High,High,Low,Low,Low,High,Low,High,Low,False.
ID,High,Low,359-5893,no,no,Low,High,High,High,Low,High,Low,Low,Low,Low,High,Low,High,Low,False.
CA,Low,Low,405-3371,no,yes,High,High,High,High,Low,High,High,Low,High,Low,High,Low,High,Low,False.
MN,Low,,344-5117,no,yes,High,High,High,High,High,High,High,Low,Low,Low,High,Low,High,Low,False.
SD,High,Low,332-8160,no,yes,High,High,High,High,High,Low,High,High,Low,High,High,Low,High,Low,False.
NC,Low,Low,359-4081,no,no,Low,Low,High,Low,Low,High,Low,Low,High,Low,Low,Low,High,Low,False.
WA,Low,Low,352-8305,no,yes,High,Low,Low,Low,Low,High,Low,High,Low,High,Low,Low,Low,Low,False.
WY,Low,Low,329-9847,yes,no,Low,High,High,High,High,High,High,Low,Low,Low,Low,Low,High,Low,False.
MN,Low,Low,365-9011,yes,no,Low,Low,High,Low,High,High,High,Low,High,Low,Low,Low,High,Low,False.
UT,High,Low,338-9472,no,no,Low,High,Low,High,High,Low,High,Low,Low,Low,Low,Low,Low,Low,False.
TX,High,,374-8042,no,no,Low,High,High,High,Low,High,Low,Low,Low,Low,High,Low,High,High,True.
NJ,High,Low,359-1231,no,no,Low,High,High,High,Low,Low,Low,High,High,High,High,Low,High,Low,False.
MN,High,,413-7170,no,yes,High,High,High,High,High,Low,High,High,Low,High,High,Low,High,Low,False.
NM,High,,415-2935,no,no,Low,High,High,High,Low,High,Low,Low,High,Low,Low,Low,Low,Low,False.
NV,Low,Low,399-4246,no,no,Low,High,High,High,High,High,High,Low,High,Low,Low,Low,Low,Low,False.
HI,Low,Low,362-5889,no,no,Low,High,High,High,Low,High,Low,Low,Low,Low,High,Low,High,Low,False.
MN,Low,Low,350-8921,no,no,Low,Low,High,Low,High,Low,High,Low,High,Low,Low,Low,Low,Low,False.
DC,Low,Low,374-5353,no,no,Low,High,High,High,Low,High,High,High,Low,High,High,Low,High,Low,True.
NY,High,Low,360-1171,no,no,Low,Low,High,Low,Low,High,Low,Low,Low,Low,Low,Low,High,High,True.
MN,Low,Low,355-8887,no,no,Low,High,Low,High,Low,High,Low,Low,High,Low,Low,Low,High,Low,False.
MD,Low,Low,333-1967,no,no,Low,Low,High,Low,Low,High,Low,High,Low,High,High,Low,High,Low,False.
WV,High,Low,354-4577,no,no,Low,High,High,High,High,Low,High,High,High,High,High,Low,High,Low,False.
OR,Low,Low,331-7425,yes,no,Low,High,High,High,High,Low,High,High,High,High,High,Low,High,Low,False.
CO,Low,Low,419-2637,no,yes,High,Low,High,Low,Low,High,Low,Low,Low,Low,High,Low,High,Low,False.
GA,Low,Low,411-1530,no,yes,Low,High,High,High,High,High,High,High,Low,High,High,Low,High,Low,False.
TX,Low,,395-3026,no,no,Low,High,High,High,High,High,High,Low,Low,Low,High,Low,High,Low,True.
VT,High,,388-6441,no,yes,High,High,High,High,High,High,High,High,Low,High,Low,Low,High,Low,False.
IN,Low,Low,402-1251,no,no,Low,Low,High,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,High,True.
WV,Low,,412-9997,no,no,Low,High,High,High,High,Low,High,Low,Low,Low,High,Low,High,Low,False.
KY,Low,Low,346-7302,no,yes,High,Low,High,Low,Low,Low,Low,Low,Low,High,High,Low,High,Low,False.
NJ,High,Low,358-9095,no,no,Low,High,High,High,High,High,High,High,Low,High,High,Low,High,Low,True.
DC,Low,,400-9770,no,no,Low,Low,Low,Low,High,High,High,Low,Low,Low,High,Low,High,Low,False.
LA,High,Low,334-1275,no,no,Low,High,High,High,High,High,High,Low,High,Low,Low,Low,High,Low,True.
AR,Low,Low,340-4953,no,no,Low,Low,High,Low,Low,High,Low,High,Low,High,Low,Low,Low,Low,False.
ME,Low,Low,400-9510,no,no,Low,High,High,High,Low,High,High,High,High,High,High,Low,High,Low,False.
AZ,Low,Low,387-6103,no,no,Low,High,Low,High,High,Low,High,Low,Low,Low,High,Low,High,Low,False.
AK,Low,Low,366-4467,no,no,Low,High,High,High,Low,High,Low,Low,High,Low,High,Low,High,Low,False.
MT,Low,Low,370-3450,no,no,Low,Low,High,Low,High,Low,High,Low,Low,Low,High,Low,High,Low,False.
AZ,Low,Low,327-3954,no,no,Low,High,High,High,High,Low,High,Low,High,Low,Low,Low,High,High,False.
MS,Low,Low,355-6291,no,no,Low,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,True.
ID,Low,Low,362-9748,no,no,Low,High,Low,High,High,High,High,High,High,High,High,Low,High,Low,True.
IA,Low,,379-6506,no,yes,Low,Low,High,Low,High,Low,High,Low,Low,Low,Low,Low,Low,High,False.
MA,Low,Low,347-7741,no,no,Low,High,High,High,High,Low,High,Low,Low,Low,High,Low,High,Low,False.
VT,High,Low,354-3783,no,no,Low,Low,High,Low,Low,High,Low,Low,Low,Low,High,Low,High,Low,False.
KY,Low,Low,401-7594,no,no,Low,Low,High,Low,High,High,High,High,Low,High,High,Low,High,Low,False.
IN,High,Low,397-4976,no,no,Low,Low,High,Low,Low,High,Low,High,Low,High,High,Low,High,Low,False.
AZ,Low,Low,334-2577,no,no,Low,High,Low,High,High,High,High,Low,High,Low,High,Low,High,High,False.
MI,Low,,400-3637,no,yes,High,High,High,High,High,Low,High,Low,High,Low,Low,Low,High,Low,False.
NM,Low,,383-4361,no,yes,Low,Low,High,Low,Low,High,Low,High,Low,High,High,Low,High,Low,False.
CO,High,Low,371-4306,no,yes,High,Low,High,Low,Low,High,Low,High,High,High,High,Low,High,Low,False.
UT,High,Low,403-4298,no,no,Low,High,High,High,Low,High,Low,High,High,High,High,Low,High,Low,False.
MI,Low,Low,409-3786,no,no,Low,Low,High,Low,High,Low,High,Low,Low,Low,Low,Low,High,Low,False.
MA,Low,Low,337-4697,no,no,Low,High,High,High,High,High,High,High,Low,High,High,Low,High,Low,False.
AL,Low,Low,383-1509,no,no,Low,Low,High,Low,High,High,High,High,High,High,High,Low,High,High,False.
DE,High,Low,359-9794,no,no,Low,Low,High,Low,High,High,High,High,High,High,High,Low,High,Low,False.
AZ,Low,Low,407-7035,no,no,Low,Low,High,Low,Low,Low,Low,High,Low,High,Low,Low,High,Low,False.
ME,Low,,363-1069,yes,yes,High,High,High,High,High,High,High,Low,High,Low,,Low,,Low,True.
NJ,Low,,391-4652,no,no,Low,Low,High,Low,Low,High,Low,Low,High,Low,High,Low,High,Low,False.
NV,Low,Low,355-6837,no,no,Low,High,High,High,High,Low,High,Low,High,Low,Low,Low,High,Low,True.
MO,Low,,409-1244,no,yes,High,Low,High,Low,Low,Low,Low,Low,High,Low,High,Low,High,Low,False.
ID,Low,Low,328-3266,no,no,Low,High,High,High,High,High,High,Low,Low,Low,Low,Low,High,Low,False.
NE,Low,Low,352-7072,no,no,Low,High,High,High,High,Low,High,Low,High,High,High,Low,High,Low,False.
TX,Low,Low,370-7550,no,yes,Low,High,High,High,Low,High,Low,Low,High,Low,Low,Low,Low,Low,False.
MD,Low,,369-5526,no,no,Low,High,High,High,High,High,High,High,Low,High,High,Low,High,Low,False.
MS,High,Low,329-4391,no,no,Low,Low,High,Low,Low,High,Low,Low,Low,Low,High,Low,High,Low,False.
NV,High,,408-4195,no,no,Low,Low,High,Low,Low,High,Low,High,High,High,Low,Low,High,Low,False.
AZ,Low,Low,354-4445,no,no,Low,High,Low,High,High,High,High,High,High,High,High,Low,High,Low,False.
MS,High,Low,335-4858,no,no,Low,Low,High,Low,Low,High,Low,Low,Low,Low,Low,Low,High,High,True.
MS,Low,,414-8718,no,yes,High,High,High,High,Low,High,Low,High,High,High,Low,Low,Low,High,True.
TX,Low,Low,409-5939,no,no,Low,Low,High,Low,High,High,High,Low,Low,Low,Low,Low,High,Low,False.
NE,High,Low,331-4902,no,yes,High,High,High,High,Low,High,Low,High,Low,High,High,Low,High,Low,False.
NE,Low,Low,353-6870,no,no,Low,Low,High,Low,High,High,High,Low,High,Low,High,Low,High,Low,False.
CA,Low,Low,355-2909,no,no,Low,Low,High,Low,Low,High,Low,High,Low,High,Low,Low,Low,Low,False.
NJ,Low,Low,390-6101,no,no,Low,High,High,High,High,High,High,High,High,High,High,Low,High,Low,False.
TX,Low,Low,400-3446,no,no,Low,High,High,High,High,High,High,Low,Low,High,Low,Low,Low,High,False.
AR,High,Low,411-5859,no,no,Low,High,High,High,High,High,High,Low,Low,High,Low,High,High,Low,False.
AL,Low,,387-2919,yes,no,Low,Low,High,Low,Low,Low,Low,High,High,High,High,Low,High,Low,False.
NY,Low,Low,374-8525,no,yes,Low,High,High,High,High,High,High,High,High,High,Low,Low,Low,High,False.
FL,Low,,379-5592,no,no,Low,High,High,High,High,High,High,Low,High,Low,High,Low,High,Low,False.
AK,High,,345-8237,no,yes,High,High,High,High,Low,Low,Low,High,Low,High,High,Low,High,Low,False.
NV,Low,Low,422-6690,no,yes,Low,High,High,High,Low,Low,Low,Low,Low,Low,High,Low,High,Low,False.
DE,Low,,346-2359,no,no,Low,Low,High,Low,High,Low,High,Low,High,Low,High,Low,High,Low,False.
MD,Low,Low,374-3534,no,yes,High,High,Low,High,High,High,High,High,High,High,High,Low,High,Low,False.
MI,High,Low,381-4756,no,yes,High,High,High,High,High,Low,High,Low,High,Low,Low,Low,Low,Low,False.
VT,Low,,390-2805,no,no,Low,High,Low,High,High,Low,High,Low,Low,High,High,Low,High,Low,False.
VT,Low,Low,390-2390,yes,no,Low,Low,High,Low,Low,High,High,High,High,High,High,Low,High,Low,True.
MI,High,Low,419-9097,no,no,Low,High,High,High,Low,High,Low,Low,Low,Low,High,Low,High,Low,False.
WA,High,Low,386-7281,no,no,Low,Low,High,Low,High,Low,High,Low,High,High,High,Low,High,Low,False.
UT,Low,Low,380-3561,yes,no,Low,High,High,High,High,High,High,Low,High,Low,High,Low,High,Low,False.
LA,Low,Low,390-8760,no,no,Low,High,High,High,High,High,High,Low,Low,Low,Low,Low,High,Low,False.
RI,High,Low,366-6730,no,yes,High,High,High,High,Low,High,Low,High,Low,High,High,Low,High,Low,False.
IA,Low,Low,395-5285,no,no,Low,High,High,High,High,High,High,Low,Low,Low,High,Low,High,Low,False.
NE,Low,Low,354-3436,no,no,Low,Low,High,Low,High,High,High,High,High,High,High,Low,High,Low,False.
OH,Low,Low,336-7600,no,no,Low,High,High,High,Low,High,Low,High,Low,High,Low,Low,Low,Low,False.
RI,Low,Low,383-6293,no,no,Low,High,High,High,High,High,High,Low,High,Low,Low,High,Low,Low,False.
OK,Low,Low,362-4596,no,no,Low,High,High,High,Low,Low,Low,High,Low,High,High,Low,High,High,False.
LA,High,Low,401-3926,no,no,Low,High,High,High,High,High,High,High,Low,High,High,Low,High,Low,False.
OH,Low,Low,370-9116,no,no,Low,High,High,High,High,High,High,Low,High,Low,High,Low,High,Low,True.
VA,High,,328-6289,no,yes,Low,Low,High,Low,High,High,High,High,High,High,High,Low,High,Low,False.
MO,Low,,350-9994,no,no,Low,High,High,High,High,Low,High,Low,Low,Low,High,Low,High,Low,False.
FL,Low,,351-4616,no,yes,Low,Low,High,Low,High,High,High,Low,High,Low,High,Low,High,Low,False.
SC,Low,Low,360-5779,no,no,Low,Low,High,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,False.
VA,High,Low,417-4885,no,no,Low,High,High,High,High,High,High,High,Low,High,High,Low,High,Low,False.
IA,High,,406-4710,no,yes,High,High,High,High,High,High,High,High,High,High,High,Low,High,Low,False.
MI,Low,Low,409-8743,no,no,Low,Low,High,Low,Low,High,Low,High,Low,High,High,Low,High,Low,False.
OK,High,Low,335-4584,no,no,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,False.
DE,Low,Low,361-9845,no,yes,High,High,High,High,High,High,High,High,High,High,High,Low,High,Low,False.
GA,High,,366-5699,no,yes,High,High,High,High,Low,High,Low,High,High,High,Low,Low,Low,Low,False.
DC,High,Low,329-9364,no,no,Low,High,High,High,High,High,High,High,Low,High,High,Low,High,Low,False.
AZ,Low,Low,390-7434,no,yes,High,Low,High,Low,High,High,High,Low,Low,Low,High,Low,High,Low,False.
AL,Low,,404-9680,no,no,Low,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,False.
CO,Low,Low,338-9398,no,no,Low,High,High,High,High,High,High,Low,Low,Low,High,Low,High,Low,False.
NH,Low,Low,394-2445,no,yes,High,High,High,High,Low,High,Low,Low,Low,Low,High,Low,High,Low,False.
NM,Low,Low,381-2709,no,no,Low,Low,High,Low,High,High,High,High,Low,High,High,Low,High,Low,False.
OR,Low,Low,397-5060,no,no,Low,Low,High,Low,Low,High,High,Low,High,Low,High,Low,High,Low,False.
LA,High,Low,415-2393,no,no,Low,High,High,High,Low,High,Low,High,High,High,Low,Low,Low,Low,False.
NE,Low,Low,377-1765,no,no,Low,High,High,High,Low,High,Low,Low,High,Low,High,Low,High,Low,False.
MN,Low,Low,409-2111,no,no,Low,Low,High,Low,High,High,High,Low,High,Low,High,Low,High,Low,False.
MI,High,Low,401-3170,no,no,Low,High,High,High,High,High,High,Low,High,Low,High,Low,High,Low,False.
AR,Low,Low,405-5681,no,no,Low,Low,High,High,High,Low,High,Low,High,High,High,High,High,Low,False.
KS,Low,Low,411-4582,no,no,Low,High,High,High,High,High,High,Low,High,High,Low,Low,Low,Low,False.
WV,Low,,355-5009,yes,yes,Low,High,High,High,High,High,High,High,Low,High,High,Low,High,High,False.
AK,High,Low,372-3750,no,no,Low,Low,High,Low,Low,High,Low,Low,Low,Low,High,Low,High,High,True.
NY,Low,Low,405-2888,no,yes,High,Low,High,Low,High,High,High,Low,Low,Low,High,High,High,Low,False.
NH,Low,Low,361-3337,no,no,Low,High,High,High,High,Low,High,High,High,High,High,Low,High,Low,False.
VA,High,,350-1639,yes,no,Low,High,Low,High,High,High,High,Low,High,Low,Low,Low,High,Low,False.
NM,Low,Low,333-3221,no,no,Low,High,High,High,High,High,High,High,Low,High,High,High,High,Low,False.
NY,Low,Low,422-1471,no,no,Low,Low,Low,Low,Low,High,Low,Low,Low,High,High,Low,High,Low,False.
AZ,Low,Low,399-7865,no,no,Low,High,Low,High,High,High,High,Low,High,Low,High,Low,High,Low,False.
WY,High,,373-4819,no,no,Low,Low,High,Low,Low,High,Low,Low,High,Low,Low,Low,High,Low,False.
WA,Low,Low,338-6981,no,no,Low,High,High,High,High,High,High,High,High,High,Low,Low,High,Low,False.
CO,Low,Low,418-4365,no,no,Low,Low,High,Low,Low,High,High,Low,High,Low,Low,Low,High,Low,False.
TX,High,Low,359-5461,no,no,Low,High,High,High,Low,High,Low,High,Low,High,High,Low,High,Low,False.
KY,Low,Low,375-3586,no,no,Low,High,Low,High,High,Low,High,Low,High,High,Low,Low,High,Low,False.
MT,Low,Low,407-8376,no,no,Low,Low,High,Low,High,High,High,Low,High,Low,High,Low,High,Low,False.
OK,Low,Low,408-6496,no,yes,Low,High,Low,High,Low,High,Low,Low,Low,Low,High,Low,High,Low,False.
MD,Low,Low,385-7688,no,yes,Low,High,High,High,Low,High,High,Low,Low,Low,Low,Low,Low,Low,False.
TN,Low,Low,332-6934,no,no,Low,Low,High,Low,High,High,High,High,High,High,High,Low,High,Low,False.
TX,High,,378-3625,no,no,Low,High,Low,High,Low,High,High,Low,Low,Low,High,Low,High,Low,True.
ME,High,,353-7292,yes,yes,High,High,High,High,High,High,High,High,High,High,High,Low,High,High,True.
DC,Low,Low,399-6786,no,no,Low,Low,Low,Low,Low,High,High,High,Low,High,High,Low,High,Low,False.
MN,Low,Low,358-3261,no,yes,Low,Low,High,Low,High,High,High,High,Low,High,High,Low,High,Low,False.
DE,Low,Low,377-9932,no,no,Low,High,High,High,High,High,High,High,High,High,High,Low,High,Low,False.
MD,Low,Low,397-4030,no,no,Low,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,False.
MI,Low,,367-1062,no,no,Low,Low,High,Low,Low,Low,High,High,Low,High,Low,Low,Low,Low,False.
WA,High,Low,341-8467,no,no,Low,Low,High,Low,High,Low,High,Low,Low,High,Low,Low,High,Low,False.
MO,Low,Low,339-9453,no,yes,High,Low,Low,Low,High,Low,High,Low,High,Low,High,Low,High,Low,False.
IN,High,Low,344-3388,no,no,Low,High,High,High,Low,Low,Low,Low,Low,Low,High,Low,High,Low,False.
OR,Low,Low,375-8013,no,no,Low,High,High,High,High,High,High,High,Low,High,High,Low,High,Low,False.
MD,Low,,408-4142,no,no,Low,High,High,High,Low,Low,Low,High,High,High,High,Low,High,Low,False.
RI,Low,,386-3671,no,no,Low,High,High,High,High,High,High,High,Low,High,High,Low,High,Low,False.
LA,Low,Low,411-2284,no,no,Low,High,Low,High,Low,High,Low,Low,High,Low,High,High,High,Low,False.
AZ,High,,346-7795,yes,no,Low,High,High,High,High,High,High,Low,Low,Low,High,High,High,Low,False.
PA,Low,Low,333-5609,no,yes,Low,Low,High,Low,High,High,High,Low,Low,Low,High,Low,High,Low,False.
AZ,Low,Low,405-1842,no,yes,High,Low,High,Low,Low,High,Low,High,High,High,High,Low,High,Low,False.
FL,Low,,366-6345,yes,no,Low,High,High,High,High,High,High,Low,Low,Low,High,Low,High,Low,True.
LA,Low,Low,337-9345,no,no,Low,High,High,High,Low,High,High,High,High,High,High,Low,High,Low,False.
FL,Low,Low,328-6770,no,no,Low,Low,High,Low,High,Low,High,Low,High,Low,High,Low,High,Low,False.
FL,Low,Low,380-7321,no,no,Low,High,Low,High,High,Low,High,High,Low,High,Low,Low,Low,Low,False.
MD,High,Low,375-1476,no,no,Low,High,High,High,High,High,High,Low,High,Low,High,Low,High,Low,True.
AL,Low,Low,356-1567,no,no,Low,High,High,High,Low,High,Low,Low,High,Low,Low,High,Low,Low,False.
WA,Low,Low,422-6685,no,no,Low,High,High,High,Low,High,Low,High,Low,High,High,Low,High,Low,False.
TN,High,Low,336-1090,no,yes,Low,Low,High,Low,Low,High,Low,High,Low,High,High,Low,High,Low,False.
MS,Low,Low,343-2095,no,no,Low,Low,High,Low,High,High,High,High,High,High,Low,Low,Low,Low,False.
ME,Low,Low,345-3934,no,no,Low,Low,High,Low,High,High,High,Low,High,Low,Low,Low,High,Low,False.
OK,Low,Low,338-8050,no,no,Low,Low,High,Low,Low,Low,Low,High,High,High,High,Low,High,Low,False.
IN,Low,Low,388-9568,no,no,Low,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,False.
MO,High,Low,402-6591,no,no,Low,High,High,High,High,Low,High,High,High,High,Low,Low,Low,Low,False.
IA,High,Low,403-6419,no,yes,High,High,Low,High,High,Low,High,Low,High,Low,High,Low,High,Low,False.
VA,Low,Low,386-9790,no,yes,Low,High,High,High,High,High,High,Low,Low,Low,High,Low,High,High,False.
KY,Low,Low,378-5692,no,yes,Low,High,High,High,High,High,High,Low,High,Low,High,Low,High,Low,False.
MD,Low,Low,360-3324,yes,no,Low,High,High,High,Low,High,Low,High,Low,High,High,Low,High,Low,True.
OH,Low,Low,410-3719,yes,yes,High,High,High,High,High,High,High,Low,Low,Low,High,Low,High,Low,False.
OK,Low,Low,352-4221,no,no,Low,High,High,High,High,High,High,Low,High,Low,High,Low,High,Low,False.
NV,Low,Low,327-6179,no,no,Low,Low,High,Low,High,High,High,Low,High,Low,High,Low,High,Low,False.
ID,Low,Low,359-6196,yes,no,Low,Low,High,High,High,High,High,High,High,High,Low,Low,High,Low,False.
MN,High,,374-9107,no,no,Low,Low,High,Low,High,High,High,Low,High,Low,High,Low,High,High,True.
SD,Low,Low,357-4078,no,yes,High,High,High,High,Low,High,Low,High,Low,High,Low,Low,High,Low,False.
IL,Low,Low,366-5780,no,no,Low,Low,High,Low,High,High,High,Low,Low,Low,High,Low,High,Low,False.
WY,High,,393-9619,no,no,Low,Low,High,Low,Low,High,Low,High,High,High,High,Low,High,Low,False.
AL,Low,Low,355-9295,no,no,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,High,Low,False.
NJ,High,,400-5751,no,no,Low,High,High,High,Low,High,Low,Low,Low,Low,High,Low,High,Low,False.
NV,High,Low,338-1027,yes,no,Low,Low,High,Low,Low,High,Low,High,Low,High,High,Low,High,Low,True.
IN,Low,Low,405-8867,no,no,Low,High,Low,High,High,High,High,High,Low,High,Low,Low,High,Low,False.
WV,Low,Low,336-5616,no,no,Low,High,Low,High,Low,Low,High,Low,High,Low,Low,Low,Low,Low,False.
VA,Low,Low,335-1697,no,no,Low,High,High,High,High,Low,High,High,Low,High,Low,Low,High,Low,True.
SC,Low,Low,331-5138,no,no,Low,Low,High,Low,Low,High,Low,Low,Low,High,High,Low,High,Low,False.
RI,Low,Low,385-8240,no,yes,High,Low,High,Low,Low,Low,Low,High,High,High,High,Low,High,Low,False.
